mgi_homology_class	mouse_gene_symbol	mouse_entrez_id	mouse_mgi_id	human_gene_symbol	human_entrez_id	human_hgnc_id	human_omim_id
51824394	Krtap10-4	100191037	MGI:1925013	KRTAP10-6	386674	HGNC:20523	
51824394	Krtap10-4	100191037	MGI:1925013	KRTAP10-8	386681	HGNC:20525	
51824394	Krtap10-4	100191037	MGI:1925013	KRTAP10-9	386676	HGNC:22971	
51824411	Krtap11-1	16693	MGI:99447	KRTAP11-1	337880	HGNC:18922	OMIM:600064
51824415	Krtap12-1	16694	MGI:1328315	KRTAP12-2	353323	HGNC:20530	
51824415	Krtap12-1	16694	MGI:1328315	KRTAP12-3	386683	HGNC:20531	
51824413	Krtap12-20	100502953	MGI:3642388	KRTAP12-1	353332	HGNC:20529	
51824413	Krtap12-20	100502953	MGI:3642388	KRTAP12-2	353323	HGNC:20530	
51824413	Krtap12-20	100502953	MGI:3642388	KRTAP12-3	386683	HGNC:20531	
51824414	Krtap12-21	100502921	MGI:3641725	KRTAP12-1	353332	HGNC:20529	
51824414	Krtap12-21	100502921	MGI:3641725	KRTAP12-2	353323	HGNC:20530	
51824414	Krtap12-21	100502921	MGI:3641725	KRTAP12-3	386683	HGNC:20531	
51824412	Krtap12-22	100009614	MGI:3641784	KRTAP12-1	353332	HGNC:20529	
51824412	Krtap12-22	100009614	MGI:3641784	KRTAP12-2	353323	HGNC:20530	
51824412	Krtap12-22	100009614	MGI:3641784	KRTAP12-3	386683	HGNC:20531	
51824416	Krtap12-23	16697	MGI:3642183	KRTAP12-2	353323	HGNC:20530	
51824419	Krtap13	16699	MGI:1330835	KRTAP13-1	140258	HGNC:18924	OMIM:608718
51824419	Krtap13	16699	MGI:1330835	KRTAP13-2	337959	HGNC:18923	
51824419	Krtap13	16699	MGI:1330835	KRTAP13-4	284827	HGNC:18926	
51824417	Krtap13-1	268905	MGI:2146359	KRTAP13-1	140258	HGNC:18924	OMIM:608718
51824417	Krtap13-1	268905	MGI:2146359	KRTAP13-2	337959	HGNC:18923	
51824417	Krtap13-1	268905	MGI:2146359	KRTAP13-3	337960	HGNC:18925	
51824417	Krtap13-1	268905	MGI:2146359	KRTAP13-4	284827	HGNC:18926	
51824418	Krtap13-20	117172	MGI:2152338	KRTAP13-1	140258	HGNC:18924	OMIM:608718
51824418	Krtap13-20	117172	MGI:2152338	KRTAP13-2	337959	HGNC:18923	
51824418	Krtap13-20	117172	MGI:2152338	KRTAP13-4	284827	HGNC:18926	
51824422	Krtap13-21	69696	MGI:1916946	KRTAP13-2	337959	HGNC:18923	
51824422	Krtap13-21	69696	MGI:1916946	KRTAP13-4	284827	HGNC:18926	
51824421	Krtap13-22	69661	MGI:1916911	KRTAP13-2	337959	HGNC:18923	
51824420	Krtap13-23	546672	MGI:3645197	KRTAP13-2	337959	HGNC:18923	
51824420	Krtap13-23	546672	MGI:3645197	KRTAP13-4	284827	HGNC:18926	
51824423	Krtap13-24	433047	MGI:5434097	KRTAP13-3	337960	HGNC:18925	
51824424	Krtap15-1	26560	MGI:1347350	KRTAP15-1	254950	HGNC:18927	
51824425	Krtap16-1	100504183	MGI:3650326	KRTAP16-1	100505753	HGNC:18916	
51824428	Krtap16-3	71369	MGI:1918619	KRTAP19-1	337882	HGNC:18936	
51824426	Krtap17-1	77914	MGI:1925164	KRTAP17-1	83902	HGNC:18917	
51824427	Krtap19-1	170657	MGI:2157755	KRTAP19-1	337882	HGNC:18936	
51824427	Krtap19-1	170657	MGI:2157755	KRTAP19-3	337970	HGNC:18938	
51824427	Krtap19-1	170657	MGI:2157755	KRTAP19-5	337972	HGNC:18940	
51824427	Krtap19-1	170657	MGI:2157755	KRTAP19-6	337973	HGNC:18941	
51824431	Krtap19-2	170651	MGI:2157572	KRTAP19-5	337972	HGNC:18940	
51824429	Krtap19-3	77918	MGI:1925168	KRTAP19-1	337882	HGNC:18936	
51824429	Krtap19-3	77918	MGI:1925168	KRTAP19-3	337970	HGNC:18938	
51824429	Krtap19-3	77918	MGI:1925168	KRTAP19-5	337972	HGNC:18940	
51824429	Krtap19-3	77918	MGI:1925168	KRTAP19-6	337973	HGNC:18941	
51824430	Krtap19-4	170654	MGI:2157757	KRTAP19-3	337970	HGNC:18938	
51824432	Krtap19-5	16704	MGI:1330295	KRTAP19-8	728299	HGNC:33898	
51824435	Krtap2-20	100502803	MGI:3652059	KRTAP2-1	81872	HGNC:16775	
51824435	Krtap2-20	100502803	MGI:3652059	KRTAP2-2	728279	HGNC:18905	
51824435	Krtap2-20	100502803	MGI:3652059	KRTAP2-3	730755	HGNC:18906	
51824435	Krtap2-20	100502803	MGI:3652059	KRTAP2-4	85294	HGNC:18891	
51824436	Krtap2-21	100041488	MGI:3651231	KRTAP2-1	81872	HGNC:16775	
51824436	Krtap2-21	100041488	MGI:3651231	KRTAP2-2	728279	HGNC:18905	
51824436	Krtap2-21	100041488	MGI:3651231	KRTAP2-3	730755	HGNC:18906	
51824436	Krtap2-21	100041488	MGI:3651231	KRTAP2-4	85294	HGNC:18891	
51824433	Krtap2-22	100041412	MGI:3651233	KRTAP2-1	81872	HGNC:16775	
51824433	Krtap2-22	100041412	MGI:3651233	KRTAP2-2	728279	HGNC:18905	
51824433	Krtap2-22	100041412	MGI:3651233	KRTAP2-3	730755	HGNC:18906	
51824433	Krtap2-22	100041412	MGI:3651233	KRTAP2-4	85294	HGNC:18891	
51824434	Krtap2-4	71453	MGI:1918703	KRTAP2-1	81872	HGNC:16775	
51824434	Krtap2-4	71453	MGI:1918703	KRTAP2-2	728279	HGNC:18905	
51824434	Krtap2-4	71453	MGI:1918703	KRTAP2-3	730755	HGNC:18906	
51824434	Krtap2-4	71453	MGI:1918703	KRTAP2-4	85294	HGNC:18891	
51824438	Krtap20-1	100040249	MGI:1330279	KRTAP20-1	337975	HGNC:18943	
51824438	Krtap20-1	100040249	MGI:1330279	KRTAP20-2	337976	HGNC:18944	
51824440	Krtap20-2	622935	MGI:1916148	KRTAP20-2	337976	HGNC:18944	
51824442	Krtap20-20	102637192	MGI:3642175	KRTAP20-2	337976	HGNC:18944	
51824443	Krtap20-21	640627	MGI:3642043	KRTAP20-2	337976	HGNC:18944	
51824437	Krtap20-22	102637417	MGI:3649168	KRTAP20-1	337975	HGNC:18943	
51824441	krtap20-23	102637070	MGI:3643237	KRTAP20-2	337976	HGNC:18944	
51824439	Krtap20-24	115488617	MGI:1916094	KRTAP20-2	337976	HGNC:18944	
51824444	Krtap24-1	239932	MGI:2685158	KRTAP24-1	643803	HGNC:33902	OMIM:618927
51824445	Krtap26-1	69533	MGI:1916783	KRTAP26-1	388818	HGNC:33760	
51824446	Krtap27-1	239933	MGI:3646229	KRTAP27-1	643812	HGNC:33864	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR1	112441428	HGNC:34218	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR2	112441435	HGNC:34220	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR3	112441429	HGNC:34222	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR4	112441430	HGNC:34223	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR6	112441431	HGNC:34225	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR7	112441438	HGNC:34226	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR8	112441432	HGNC:34227	
51826270	Krtap28-10	621495	MGI:3779575	SCYGR9	117134595	HGNC:34219	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR1	112441428	HGNC:34218	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR2	112441435	HGNC:34220	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR3	112441429	HGNC:34222	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR4	112441430	HGNC:34223	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR6	112441431	HGNC:34225	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR7	112441438	HGNC:34226	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR8	112441432	HGNC:34227	
51826275	Krtap28-13	71386	MGI:1918636	SCYGR9	117134595	HGNC:34219	
51824447	Krtap29-1	100462664	MGI:3652056	KRTAP29-1	100533177	HGNC:34211	
51824448	Krtap3-1	69473	MGI:1916723	KRTAP3-1	83896	HGNC:16778	
51824450	Krtap3-2	66708	MGI:1913958	KRTAP3-3	85293	HGNC:18890	
51824449	Krtap3-3	66380	MGI:1913630	KRTAP3-2	83897	HGNC:16779	
51824449	Krtap3-3	66380	MGI:1913630	KRTAP3-3	85293	HGNC:18890	
51824451	Krtap4-16	435285	MGI:3651030	KRTAP4-1	85285	HGNC:18907	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-11	653240	HGNC:18911	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-12	83755	HGNC:16776	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-4	84616	HGNC:16928	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-5	85289	HGNC:18899	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-6	81871	HGNC:18909	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-7	100132476	HGNC:18898	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-8	728224	HGNC:17230	
51824454	Krtap4-2	68673	MGI:1915923	KRTAP4-9	100132386	HGNC:18910	
51824458	Krtap4-20	670482	MGI:3705237	KRTAP4-11	653240	HGNC:18911	
51824458	Krtap4-20	670482	MGI:3705237	KRTAP4-5	85289	HGNC:18899	
51824459	Krtap4-21	670472	MGI:3709346	KRTAP4-11	653240	HGNC:18911	
51824459	Krtap4-21	670472	MGI:3709346	KRTAP4-5	85289	HGNC:18899	
51824457	Krtap4-23	670464	MGI:3652177	KRTAP4-11	653240	HGNC:18911	
51824457	Krtap4-23	670464	MGI:3652177	KRTAP4-3	85290	HGNC:18908	
51824457	Krtap4-23	670464	MGI:3652177	KRTAP4-5	85289	HGNC:18899	
51824456	Krtap4-25	100040248	MGI:3650330	KRTAP4-11	653240	HGNC:18911	
51824452	Krtap4-26	670496	MGI:3650329	KRTAP4-11	653240	HGNC:18911	
51824452	Krtap4-26	670496	MGI:3650329	KRTAP4-3	85290	HGNC:18908	
51824452	Krtap4-26	670496	MGI:3650329	KRTAP4-5	85289	HGNC:18899	
51824461	Krtap4-6	68768	MGI:1916018	KRTAP4-3	85290	HGNC:18908	
51824461	Krtap4-6	68768	MGI:1916018	KRTAP4-5	85289	HGNC:18899	
51824460	Krtap4-7	76444	MGI:1923694	KRTAP4-11	653240	HGNC:18911	
51824460	Krtap4-7	76444	MGI:1923694	KRTAP4-12	83755	HGNC:16776	
51824460	Krtap4-7	76444	MGI:1923694	KRTAP4-6	81871	HGNC:18909	
51824460	Krtap4-7	76444	MGI:1923694	KRTAP4-7	100132476	HGNC:18898	
51824455	Krtap4-8	665992	MGI:3652306	KRTAP4-11	653240	HGNC:18911	
51824455	Krtap4-8	665992	MGI:3652306	KRTAP4-3	85290	HGNC:18908	
51824455	Krtap4-8	665992	MGI:3652306	KRTAP4-5	85289	HGNC:18899	
51824453	Krtap4-9	665998	MGI:3652060	KRTAP4-11	653240	HGNC:18911	
51824453	Krtap4-9	665998	MGI:3652060	KRTAP4-5	85289	HGNC:18899	
51824472	Krtap5-1	50774	MGI:1354732	KRTAP5-2	440021	HGNC:23597	
51824472	Krtap5-1	50774	MGI:1354732	KRTAP5-5	439915	HGNC:23601	
51824466	Krtap5-2	71623	MGI:1918873	KRTAP5-10	387273	HGNC:23605	
51824466	Krtap5-2	71623	MGI:1918873	KRTAP5-2	440021	HGNC:23597	
51824466	Krtap5-2	71623	MGI:1918873	KRTAP5-7	440050	HGNC:23602	
51824470	Krtap5-20	100043627	MGI:3782743	KRTAP5-11	440051	HGNC:23606	
51824470	Krtap5-20	100043627	MGI:3782743	KRTAP5-3	387266	HGNC:23598	
51824470	Krtap5-20	100043627	MGI:3782743	KRTAP5-9	3846	HGNC:23604	OMIM:148021
51824465	Krtap5-21	105243090	MGI:3647476	KRTAP5-10	387273	HGNC:23605	
51824465	Krtap5-21	105243090	MGI:3647476	KRTAP5-2	440021	HGNC:23597	
51824465	Krtap5-21	105243090	MGI:3647476	KRTAP5-4	387267	HGNC:23599	
51824465	Krtap5-21	105243090	MGI:3647476	KRTAP5-7	440050	HGNC:23602	
51824465	Krtap5-21	105243090	MGI:3647476	KRTAP5-8	57830	HGNC:23603	
51824462	Krtap5-22	101055862	MGI:5588894	KRTAP5-10	387273	HGNC:23605	
51824462	Krtap5-22	101055862	MGI:5588894	KRTAP5-2	440021	HGNC:23597	
51824462	Krtap5-22	101055862	MGI:5588894	KRTAP5-7	440050	HGNC:23602	
51824467	Krtap5-23	105243089	MGI:5622000	KRTAP5-10	387273	HGNC:23605	
51824467	Krtap5-23	105243089	MGI:5622000	KRTAP5-2	440021	HGNC:23597	
51824467	Krtap5-23	105243089	MGI:5622000	KRTAP5-4	387267	HGNC:23599	
51824467	Krtap5-23	105243089	MGI:5622000	KRTAP5-7	440050	HGNC:23602	
51824467	Krtap5-23	105243089	MGI:5622000	KRTAP5-8	57830	HGNC:23603	
51824469	Krtap5-24	105244938	MGI:5623345	KRTAP5-10	387273	HGNC:23605	
51824469	Krtap5-24	105244938	MGI:5623345	KRTAP5-2	440021	HGNC:23597	
51824469	Krtap5-24	105244938	MGI:5623345	KRTAP5-7	440050	HGNC:23602	
51824473	Krtap5-25	115486481	MGI:5791173	KRTAP5-4	387267	HGNC:23599	
51824464	Krtap5-26	108167466	MGI:5791454	KRTAP5-10	387273	HGNC:23605	
51824464	Krtap5-26	108167466	MGI:5791454	KRTAP5-2	440021	HGNC:23597	
51824464	Krtap5-26	108167466	MGI:5791454	KRTAP5-7	440050	HGNC:23602	
51824468	Krtap5-4	50775	MGI:1354758	KRTAP5-10	387273	HGNC:23605	
51824468	Krtap5-4	50775	MGI:1354758	KRTAP5-2	440021	HGNC:23597	
51824468	Krtap5-4	50775	MGI:1354758	KRTAP5-7	440050	HGNC:23602	
51824463	Krtap5-5	114666	MGI:2149673	KRTAP5-10	387273	HGNC:23605	
51824463	Krtap5-5	114666	MGI:2149673	KRTAP5-2	440021	HGNC:23597	
51824463	Krtap5-5	114666	MGI:2149673	KRTAP5-5	439915	HGNC:23601	
51824463	Krtap5-5	114666	MGI:2149673	KRTAP5-7	440050	HGNC:23602	
51824476	Krtap6-1	16700	MGI:1330228	KRTAP6-1	337966	HGNC:18931	
51824476	Krtap6-1	16700	MGI:1330228	KRTAP6-2	337967	HGNC:18932	
51824476	Krtap6-1	16700	MGI:1330228	KRTAP6-3	337968	HGNC:18933	
51824474	Krtap6-3	100040201	MGI:3711943	KRTAP6-1	337966	HGNC:18931	
51824474	Krtap6-3	100040201	MGI:3711943	KRTAP6-2	337967	HGNC:18932	
51824474	Krtap6-3	100040201	MGI:3711943	KRTAP6-3	337968	HGNC:18933	
51824477	Krtap6-5	68484	MGI:1915734	KRTAP6-1	337966	HGNC:18931	
51824477	Krtap6-5	68484	MGI:1915734	KRTAP6-2	337967	HGNC:18932	
51824477	Krtap6-5	68484	MGI:1915734	KRTAP6-3	337968	HGNC:18933	
51824475	Krtap6-6	68637	MGI:1915887	KRTAP6-1	337966	HGNC:18931	
51824475	Krtap6-6	68637	MGI:1915887	KRTAP6-2	337967	HGNC:18932	
51824475	Krtap6-6	68637	MGI:1915887	KRTAP6-3	337968	HGNC:18933	
51824478	Krtap6-7	100040214	MGI:3704467	KRTAP6-1	337966	HGNC:18931	
51824478	Krtap6-7	100040214	MGI:3704467	KRTAP6-2	337967	HGNC:18932	
51824478	Krtap6-7	100040214	MGI:3704467	KRTAP6-3	337968	HGNC:18933	
51824479	Krtap7-1	71363	MGI:1918613	KRTAP7-1	337878	HGNC:18934	
51824480	Krtap8-1	16703	MGI:1330293	KRTAP8-1	337879	HGNC:18935	
51824482	Krtap9-1	16705	MGI:1309997	KRTAP9-2	83899	HGNC:16926	
51824482	Krtap9-1	16705	MGI:1309997	KRTAP9-3	83900	HGNC:16927	
51824482	Krtap9-1	16705	MGI:1309997	KRTAP9-4	85280	HGNC:18902	
51824482	Krtap9-1	16705	MGI:1309997	KRTAP9-6	100507608	HGNC:18914	
51824482	Krtap9-1	16705	MGI:1309997	KRTAP9-7	100505724	HGNC:18915	
51824482	Krtap9-1	16705	MGI:1309997	KRTAP9-8	83901	HGNC:17231	
51824482	Krtap9-1	16705	MGI:1309997	KRTAP9-9	81870	HGNC:16773	
51824485	Krtap9-20	100415785	MGI:3652067	KRTAP9-4	85280	HGNC:18902	
51824485	Krtap9-20	100415785	MGI:3652067	KRTAP9-6	100507608	HGNC:18914	
51824485	Krtap9-20	100415785	MGI:3652067	KRTAP9-9	81870	HGNC:16773	
51824483	Krtap9-21	432600	MGI:3650331	KRTAP9-2	83899	HGNC:16926	
51824483	Krtap9-21	432600	MGI:3650331	KRTAP9-3	83900	HGNC:16927	
51824483	Krtap9-21	432600	MGI:3650331	KRTAP9-4	85280	HGNC:18902	
51824483	Krtap9-21	432600	MGI:3650331	KRTAP9-6	100507608	HGNC:18914	
51824483	Krtap9-21	432600	MGI:3650331	KRTAP9-7	100505724	HGNC:18915	
51824483	Krtap9-21	432600	MGI:3650331	KRTAP9-8	83901	HGNC:17231	
51824483	Krtap9-21	432600	MGI:3650331	KRTAP9-9	81870	HGNC:16773	
51824484	Krtap9-22	670533	MGI:3649436	KRTAP9-4	85280	HGNC:18902	
51824392	Krtap9-3	75586	MGI:1922836	KRTAP1-1	81851	HGNC:16772	OMIM:608819
51824392	Krtap9-3	75586	MGI:1922836	KRTAP1-3	81850	HGNC:16771	OMIM:608820
51824481	Krtap9-5	435286	MGI:3650333	KRTAP9-1	728318	HGNC:18912	
51819851	Krtcap2	66059	MGI:1913309	KRTCAP2	200185	HGNC:28942	OMIM:619029
51824486	Krtcap3	69815	MGI:1917065	KRTCAP3	200634	HGNC:28943	OMIM:619261
51824487	Krtdap	64661	MGI:1928282	KRTDAP	388533	HGNC:16313	OMIM:617212
51815381	Ksr1	16706	MGI:105051	KSR1	8844	HGNC:6465	OMIM:601132
51811858	Ksr2	333050	MGI:3610315	KSR2	283455	HGNC:18610	OMIM:610737
51817390	Kti12	100087	MGI:1923547	KTI12	112970	HGNC:25160	
51807915	Ktn1	16709	MGI:109153	KTN1	3895	HGNC:6467	OMIM:600381
51821035	Kxd1	75620	MGI:1922870	KXD1	79036	HGNC:28420	OMIM:615178
51815873	Ky	16716	MGI:96709	KY	339855	HGNC:26576	OMIM:605739
51808390	Kyat1	70266	MGI:1917516	KYAT1	883	HGNC:1564	OMIM:600547
51808391	Kyat3	229905	MGI:2677849	KYAT3	56267	HGNC:33238	OMIM:610656
51816604	Kynu	70789	MGI:1918039	KYNU	8942	HGNC:6469	OMIM:605197
51813875	L1cam	16728	MGI:96721	L1CAM	3897	HGNC:6470	OMIM:308840
51824488	L1td1	381591	MGI:3578435	L1TD1	54596	HGNC:25595	OMIM:621222
51816413	L2hgdh	217666	MGI:2384968	L2HGDH	79944	HGNC:20499	OMIM:609584
51824489	L3hypdh	67217	MGI:1914467	L3HYPDH	112849	HGNC:20488	OMIM:614811
51816266	L3mbtl1	241764	MGI:2676663	L3MBTL1	26013	HGNC:15905	OMIM:608802
51813231	L3mbtl2	214669	MGI:2443584	L3MBTL2	83746	HGNC:18594	OMIM:611865
51808593	L3mbtl3	237339	MGI:2143628	L3MBTL3	84456	HGNC:23035	OMIM:618844
51822249	L3mbtl4	320858	MGI:2444889	L3MBTL4	91133	HGNC:26677	OMIM:617135
51815846	Lacc1	210808	MGI:2445077	LACC1	144811	HGNC:26789	OMIM:613409
51819426	Lactb	80907	MGI:1933395	LACTB	114294	HGNC:16468	OMIM:608440
51820861	Lactb2	212442	MGI:2442551	LACTB2	51110	HGNC:18512	OMIM:618921
51812047	Lactbl1	242707	MGI:2448566	LACTBL1	646262	HGNC:35445	
51817625	Lad1	16763	MGI:109343	LAD1	3898	HGNC:6472	OMIM:602314
51824490	Lag3	16768	MGI:106588	LAG3	3902	HGNC:6476	OMIM:153337
51824491	Lage3	66192	MGI:1913442	LAGE3	8270	HGNC:26058	OMIM:300060
51824492	Lair1	52855	MGI:105492	LAIR1	3903	HGNC:6477	OMIM:602992
51824492	Lair1	52855	MGI:105492	LAIR2	3904	HGNC:6478	OMIM:602993
51814003	Lalba	16770	MGI:96742	LALBA	3906	HGNC:6480	OMIM:149750
51807364	Lama1	16772	MGI:99892	LAMA1	284217	HGNC:6481	OMIM:150320
51807657	Lama2	16773	MGI:99912	LAMA2	3908	HGNC:6482	OMIM:156225
51816723	Lama3	16774	MGI:99909	LAMA3	3909	HGNC:6483	OMIM:600805
51815388	Lama4	16775	MGI:109321	LAMA4	3910	HGNC:6484	OMIM:600133
51808053	Lama5	16776	MGI:105382	LAMA5	3911	HGNC:6485	OMIM:601033
51808337	Lamb1	16777	MGI:96743	LAMB1	3912	HGNC:6486	OMIM:150240
51817245	Lamb2	16779	MGI:99916	LAMB2	3913	HGNC:6487	OMIM:150325
51815437	Lamb3	16780	MGI:99915	LAMB3	3914	HGNC:6490	OMIM:150310
51815375	Lamc1	226519	MGI:99914	LAMC1	3915	HGNC:6492	OMIM:150290
51815198	Lamc2	16782	MGI:99913	LAMC2	3918	HGNC:6493	OMIM:150292
51817104	Lamc3	23928	MGI:1344394	LAMC3	10319	HGNC:6494	OMIM:604349
51810139	Lamp1	16783	MGI:96745	LAMP1	3916	HGNC:6499	OMIM:153330
51815148	Lamp2	16784	MGI:96748	LAMP2	3920	HGNC:6501	OMIM:309060
51817262	Lamp3	239739	MGI:2441659	LAMP3	27074	HGNC:14582	OMIM:605883
51820184	Lamp5	76161	MGI:1923411	LAMP5	24141	HGNC:16097	OMIM:614641
51822501	Lamtor1	66508	MGI:1913758	LAMTOR1	55004	HGNC:26068	OMIM:613510
51819084	Lamtor2	83409	MGI:1932697	LAMTOR2	28956	HGNC:29796	OMIM:610389
51814053	Lamtor3	56692	MGI:1929467	LAMTOR3	8649	HGNC:15606	OMIM:603296
51811740	Lamtor4	66096	MGI:1913346	LAMTOR4	389541	HGNC:33772	OMIM:618834
51812549	Lamtor5	68576	MGI:1915826	LAMTOR5	10542	HGNC:17955	OMIM:608521
51821608	Lancl1	14768	MGI:1336997	LANCL1	10314	HGNC:6508	OMIM:604155
51820008	Lancl2	71835	MGI:1919085	LANCL2	55915	HGNC:6509	OMIM:612919
51824493	Lancl3	236285	MGI:2443335	LANCL3	347404	HGNC:24767	
51813524	Lap3	66988	MGI:1914238	LAP3	51056	HGNC:18449	OMIM:170250
51818554	Laptm4a	17775	MGI:108017	LAPTM4A	9741	HGNC:6924	OMIM:618837
51811428	Laptm4b	114128	MGI:1890494	LAPTM4B	55353	HGNC:13646	OMIM:613296
51824494	Laptm5	16792	MGI:108046	LAPTM5	7805	HGNC:29612	OMIM:601476
51813880	Large1	16795	MGI:1342270	LARGE1	9215	HGNC:6511	OMIM:603590
51812501	Large2	228366	MGI:2443769	LARGE2	120071	HGNC:16522	OMIM:609709
51818639	Larp1	73158	MGI:1890165	LARP1	23367	HGNC:29531	OMIM:612059
51811263	Larp1b	214048	MGI:1914604	LARP1B	55132	HGNC:24704	OMIM:620467
51813881	Larp4	207214	MGI:2443114	LARP4	113251	HGNC:24320	OMIM:618657
51819950	Larp4b	217980	MGI:106330	LARP4B	23185	HGNC:28987	OMIM:616513
51806861	Larp6	67557	MGI:1914807	LARP6	55323	HGNC:24012	OMIM:611300
51810052	Larp7	28036	MGI:107634	LARP7	51574	HGNC:24912	OMIM:612026
51810053	Larp7-ps	68280	MGI:3650864	LARP7	51574	HGNC:24912	OMIM:612026
51808189	Lars1	107045	MGI:1913808	LARS1	51520	HGNC:6512	OMIM:151350
51820176	Lars2	102436	MGI:2142973	LARS2	23395	HGNC:17095	OMIM:604544
51817217	Las1l	76130	MGI:1923380	LAS1L	81887	HGNC:25726	OMIM:300964
51810797	Lasp1	16796	MGI:109656	LASP1	3927	HGNC:6513	OMIM:602920
51822604	Lat	16797	MGI:1342293	LAT	27040	HGNC:18874	OMIM:602354
51824496	Lat2	56743	MGI:1926479	LAT2	7462	HGNC:12749	OMIM:605719
51816848	Lats1	16798	MGI:1333883	LATS1	9113	HGNC:6514	OMIM:603473
51815830	Lats2	50523	MGI:1354386	LATS2	26524	HGNC:6515	OMIM:604861
51824497	Lax1	240754	MGI:2443362	LAX1	54900	HGNC:26005	OMIM:619622
51817208	Layn	244864	MGI:2685357	LAYN	143903	HGNC:29471	OMIM:618843
51820758	Lbh	77889	MGI:1925139	LBH	81606	HGNC:29532	OMIM:611763
51824498	Lbhd1	102308570	MGI:5516029	LBHD1	79081	HGNC:28351	OMIM:621589
51821641	Lbhd2	380787	MGI:2685744	LBHD2	107984640	HGNC:52384	
51824499	Lbp	16803	MGI:1098776	LBP	3929	HGNC:6517	OMIM:151990
51815138	Lbr	98386	MGI:2138281	LBR	3930	HGNC:6518	OMIM:600024
51813292	Lbx1	16814	MGI:104867	LBX1	10660	HGNC:16960	OMIM:604255
51811061	Lbx2	16815	MGI:1342288	LBX2	85474	HGNC:15525	OMIM:607164
51817091	Lca5	75782	MGI:1923032	LCA5	167691	HGNC:31923	OMIM:611408
51824500	Lca5l	385668	MGI:3041157	LCA5L	150082	HGNC:1255	
51821437	Lcat	16816	MGI:96755	LCAT	3931	HGNC:6522	OMIM:606967
51824504	Lce1a1	67127	MGI:1914377	LCE1B	353132	HGNC:16611	OMIM:612604
51824504	Lce1a1	67127	MGI:1914377	LCE1C	353133	HGNC:29464	OMIM:612605
51824504	Lce1a1	67127	MGI:1914377	LCE1E	353135	HGNC:29466	OMIM:612607
51824504	Lce1a1	67127	MGI:1914377	LCE1F	353137	HGNC:29467	OMIM:612608
51824512	Lce1a2	73722	MGI:1920972	LCE1B	353132	HGNC:16611	OMIM:612604
51824512	Lce1a2	73722	MGI:1920972	LCE1C	353133	HGNC:29464	OMIM:612605
51824512	Lce1a2	73722	MGI:1920972	LCE1E	353135	HGNC:29466	OMIM:612607
51824512	Lce1a2	73722	MGI:1920972	LCE1F	353137	HGNC:29467	OMIM:612608
51824511	Lce1b	68720	MGI:1915970	LCE1B	353132	HGNC:16611	OMIM:612604
51824511	Lce1b	68720	MGI:1915970	LCE1C	353133	HGNC:29464	OMIM:612605
51824511	Lce1b	68720	MGI:1915970	LCE1E	353135	HGNC:29466	OMIM:612607
51824511	Lce1b	68720	MGI:1915970	LCE1F	353137	HGNC:29467	OMIM:612608
51824513	Lce1c	73719	MGI:1920969	LCE1B	353132	HGNC:16611	OMIM:612604
51824513	Lce1c	73719	MGI:1920969	LCE1C	353133	HGNC:29464	OMIM:612605
51824513	Lce1c	73719	MGI:1920969	LCE1E	353135	HGNC:29466	OMIM:612607
51824513	Lce1c	73719	MGI:1920969	LCE1F	353137	HGNC:29467	OMIM:612608
51824506	Lce1d	69611	MGI:1916861	LCE1B	353132	HGNC:16611	OMIM:612604
51824506	Lce1d	69611	MGI:1916861	LCE1C	353133	HGNC:29464	OMIM:612605
51824506	Lce1d	69611	MGI:1916861	LCE1E	353135	HGNC:29466	OMIM:612607
51824506	Lce1d	69611	MGI:1916861	LCE1F	353137	HGNC:29467	OMIM:612608
51824507	Lce1e	68694	MGI:1915944	LCE1B	353132	HGNC:16611	OMIM:612604
51824507	Lce1e	68694	MGI:1915944	LCE1C	353133	HGNC:29464	OMIM:612605
51824507	Lce1e	68694	MGI:1915944	LCE1E	353135	HGNC:29466	OMIM:612607
51824507	Lce1e	68694	MGI:1915944	LCE1F	353137	HGNC:29467	OMIM:612608
51824510	Lce1f	67828	MGI:1915078	LCE1B	353132	HGNC:16611	OMIM:612604
